"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"72","crg:105333379","Day 1","blue","crg00531",1.32,0.17,"Glycosaminoglycan degradation","LOC111119188"," TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L"
"73","crg:105333379","Day 1","blue","crg00531",1.32,0.17,"Glycosaminoglycan degradation","LOC111113469"," TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L"
"74","crg:105337408","Day 1","blue","crg00260",1.37,0.17,"Glycine, serine and threonine metabolism","LOC111114474"," D-3-phosphoglycerate dehydrogenase-like"
"75","crg:105337408","Day 1","blue","crg00260",1.37,0.17,"Glycine, serine and threonine metabolism","LOC111111318"," D-3-phosphoglycerate dehydrogenase-like"
"76","crg:105338616","Day 1","blue","crg00260",1.37,0.17,"Glycine, serine and threonine metabolism","LOC111135623"," glycine cleavage system H protein-like"
"77","crg:105338616","Day 1","blue","crg00260",1.37,0.17,"Glycine, serine and threonine metabolism","LOC111135916"," glycine cleavage system H protein-like"
"78","crg:105339502","Day 1","blue","crg00260",1.37,0.17,"Glycine, serine and threonine metabolism","LOC111108359"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"79","crg:105339502","Day 1","blue","crg00260",1.37,0.17,"Glycine, serine and threonine metabolism","LOC111109254"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"80","crg:105339974","Day 1","blue","crg00531",1.32,0.17,"Glycosaminoglycan degradation","LOC111123348"," arylsulfatase J-like"
"81","crg:105339974","Day 1","blue","crg00531",1.32,0.17,"Glycosaminoglycan degradation","LOC111105811"," arylsulfatase J-like"
"82","crg:105348455","Day 1","blue","crg00531",1.32,0.17,"Glycosaminoglycan degradation","LOC111127514"," beta-hexosaminidase subunit alpha-like"
"83","crg:105317562","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111129336"," unconventional myosin-Ic-like"
"84","crg:105317562","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111109736"," myosin ID heavy chain-like"
"85","crg:105317562","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111109754"," uncharacterized"
"86","crg:105317562","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111129344"," myosin-1-like"
"87","crg:105317562","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111109745"," uncharacterized"
"88","crg:105325215","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111121092"," beta-hexosaminidase-like"
"89","crg:105325216","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111132880"," putative beta-hexosaminidase"
"90","crg:105331402","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111117641"," beta-hexosaminidase-like"
"91","crg:105331402","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111114846"," beta-hexosaminidase-like"
"92","crg:105331955","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111108764"," mannose-1-phosphate guanyltransferase beta-like"
"93","crg:105331955","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111109888"," mannose-1-phosphate guanyltransferase beta-like"
"94","crg:105332291","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111137391"," glucose-6-phosphate isomerase-like"
"95","crg:105332291","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111136543"," glucose-6-phosphate isomerase-like"
"96","crg:105338914","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111124157"," acidic mammalian chitinase-like"
"97","crg:105338914","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111125216"," chitinase-3-like protein 2"
"98","crg:105338914","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111125217"," chitinase-3-like protein 2"
"99","crg:105338914","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111125215"," chitinase-3-like protein 2"
"100","crg:105340477","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111104839"," cytochrome b5 reductase 4-like"
"101","crg:105340477","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111104193"," cytochrome b5 reductase 4-like"
"102","crg:105341700","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111118324"," glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like"
"103","crg:105344830","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111118466"," NADH-cytochrome b5 reductase-like"
"104","crg:105344830","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111119355"," NADH-cytochrome b5 reductase-like"
"105","crg:105348455","Day 1","blue","crg00520",1.36,0.12,"Amino sugar and nucleotide sugar metabolism","LOC111127514"," beta-hexosaminidase subunit alpha-like"
"106","crg:105318616","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111118971"," AP-1 complex subunit mu-1"
"107","crg:105322568","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111119238"," alpha-L-fucosidase-like"
"108","crg:105322568","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111123898"," alpha-L-fucosidase-like"
"109","crg:105322568","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111119431"," alpha-L-fucosidase-like"
"110","crg:105325215","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111121092"," beta-hexosaminidase-like"
"111","crg:105325216","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111132880"," putative beta-hexosaminidase"
"112","crg:105329527","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111134436"," uncharacterized transporter slc-17.2-like"
"113","crg:105329527","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111134435"," uncharacterized transporter slc-17.2-like"
"114","crg:105329663","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111133259"," AP-1 complex subunit gamma-1-like"
"115","crg:105329663","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111133261"," AP-1 complex subunit gamma-1-like"
"116","crg:105331402","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111117641"," beta-hexosaminidase-like"
"117","crg:105331402","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111114846"," beta-hexosaminidase-like"
"118","crg:105333379","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111119188"," TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L"
"119","crg:105333379","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111113469"," TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L"
"120","crg:105335967","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111121901"," ADP-ribosylation factor-binding protein GGA1-like"
"121","crg:105335967","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111118422"," ADP-ribosylation factor-binding protein GGA1-like"
"122","crg:105335967","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111120461"," ADP-ribosylation factor-binding protein GGA1-like"
"123","crg:105339958","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111100622"," cation-independent mannose-6-phosphate receptor-like"
"124","crg:105339958","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111100629"," cation-independent mannose-6-phosphate receptor-like"
"125","crg:105339974","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111123348"," arylsulfatase J-like"
"126","crg:105339974","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111105811"," arylsulfatase J-like"
"127","crg:105340328","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111121311"," lipopolysaccharide-induced tumor necrosis factor-alpha factor-like"
"128","crg:105340328","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111121104"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"129","crg:105340328","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111135680"," cell death-inducing p53-target protein 1 homolog"
"130","crg:105340328","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111099109"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"131","crg:105340690","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111131391"," epididymal secretory protein E1-like"
"132","crg:105344284","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111123840"," AP-3 complex subunit mu-1-like"
"133","crg:105345520","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111111458"," cation-dependent mannose-6-phosphate receptor-like"
"134","crg:105345520","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111115230"," cation-dependent mannose-6-phosphate receptor-like"
"135","crg:105348455","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111127514"," beta-hexosaminidase subunit alpha-like"
"136","crg:105349075","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111128029"," dmX-like protein 2"
"137","crg:105349075","Day 1","blue","crg04142",1.37,0.092,"Lysosome","LOC111127911"," dmX-like protein 2"
"138","crg:105319529","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111099548"," kinesin-like protein KIF17"
"139","crg:105320366","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111130400"," cytoplasmic dynein 2 light intermediate chain 1-like"
"140","crg:105320366","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111127902"," cytoplasmic dynein 2 light intermediate chain 1-like"
"141","crg:105320544","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111133144"," kinesin-like protein unc-104"
"142","crg:105323058","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111123493"," myosin-IIIb-like"
"143","crg:105323058","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111124554"," myosin-IIIb-like"
"144","crg:105324771","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111126828"," cytoplasmic dynein 1 intermediate chain 2-like"
"145","crg:105325781","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111119668"," kinesin-like protein KIF19"
"146","crg:105325947","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111115167"," myosin-2 essential light chain-like"
"147","crg:105325947","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111127825"," myosin-2 essential light chain-like"
"148","crg:105326335","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111138369"," myosin-VIIa-like"
"149","crg:105326335","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111138370"," myosin-VIIa-like"
"150","crg:105326702","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111118087"," tctex1 domain-containing protein 2-like"
"151","crg:105326703","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111121282"," tctex1 domain-containing protein 1-B-like"
"152","crg:105326705","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111119261"," actin, cytoplasmic-like"
"153","crg:105327458","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111126327"," kinesin-like protein KIF3A"
"154","crg:105327458","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111126134"," kinesin-like protein KIF3A"
"155","crg:105327708","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111119946"," WD repeat-containing protein 78-like"
"156","crg:105327708","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111120500"," WD repeat-containing protein 78-like"
"157","crg:105329829","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111122805"," kinesin-like protein KIF9"
"158","crg:105329829","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111127315"," kinesin-like protein KIF9"
"159","crg:105331154","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111100502"," myosin-VIIa-like"
"160","crg:105331545","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111117899"," tctex1 domain-containing protein 1-B-like"
"161","crg:105331545","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111117984"," tctex1 domain-containing protein 1-B-like"
"162","crg:105332113","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111125171"," kinesin-like protein KIF16B"
"163","crg:105332113","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111130941"," kinesin-like protein KIF16B"
"164","crg:105332113","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111125151"," kinesin-like protein KIF16B"
"165","crg:105332113","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111130940"," kinesin-like protein KIF16B"
"166","crg:105333630","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111137068"," 33 kDa inner dynein arm light chain, axonemal-like"
"167","crg:105334480","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111134329"," F-actin-capping protein subunit beta-like"
"168","crg:105335489","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111128702"," tropomyosin-2-like"
"169","crg:105335489","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111130257"," tropomyosin"
"170","crg:105335495","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111111571"," uncharacterized"
"171","crg:105335975","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111121849"," dynein intermediate chain 3, ciliary-like"
"172","crg:105335975","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111121989"," dynein intermediate chain 3, ciliary-like"
"173","crg:105336357","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111112131"," kinesin-like protein KIF21A"
"174","crg:105337636","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111100344"," unconventional myosin-VI-like"
"175","crg:105337636","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111100288"," unconventional myosin-VI-like"
"176","crg:105340090","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111120645"," protein Hook homolog 3-like"
"177","crg:105340090","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111121551"," protein Hook homolog 3-like"
"178","crg:105340468","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111118647"," actin, cytoplasmic 1-like"
"179","crg:105340468","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111119158"," actin-like"
"180","crg:105340468","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111118354"," actin-like"
"181","crg:105340468","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111135468"," actin, cytoplasmic 1-like"
"182","crg:105340468","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111120142"," actin, cytoplasmic 1-like"
"183","crg:105340617","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111128085"," kinesin light chain-like"
"184","crg:105340861","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111124577"," kinesin-associated protein 3-like"
"185","crg:105341425","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111129376"," dynein intermediate chain 2, ciliary-like"
"186","crg:105341425","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111129377"," dynein intermediate chain 2, ciliary-like"
"187","crg:105341768","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111129880"," kinesin-like protein KIF6"
"188","crg:105342992","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111112439"," kinesin heavy chain-like"
"189","crg:105343250","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111121055"," kinesin-like protein KIF2A"
"190","crg:105343813","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111118045"," dynein light chain 4, axonemal-like"
"191","crg:105343813","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111121252"," dynein light chain 4, axonemal-like"
"192","crg:105344117","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111136151"," tubulin delta chain-like"
"193","crg:105344718","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111136524"," unconventional myosin-XVIIIa-like"
"194","crg:105344718","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111136109"," unconventional myosin-XVIIIa-like"
"195","crg:105345954","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111118026"," unconventional myosin-XV-like"
"196","crg:105345954","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111118407"," unconventional myosin-XV-like"
"197","crg:105348470","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111127765"," unconventional myosin-Ia-like"
"198","crg:105348470","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111128885"," unconventional myosin-Ia-like"
"199","crg:105349022","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111131240"," tctex1 domain-containing protein 1-like"
"200","crg:105349022","Day 1","brown","crg04814",2.38,0.29,"Motor proteins","LOC111131494"," tctex1 domain-containing protein 1-like"
"201","crg:105317172","Day 1","brown","crg00230",1.37,0.17,"Purine metabolism","LOC111128254"," adenylate kinase isoenzyme 6-like"
"202","crg:105317172","Day 1","brown","crg00230",1.37,0.17,"Purine metabolism","LOC111128874"," adenylate kinase isoenzyme 6-like"
"203","crg:105318231","Day 1","brown","crg00230",1.37,0.17,"Purine metabolism","LOC111103614"," adenylate kinase 9-like"
"204","crg:105319542","Day 1","brown","crg00230",1.37,0.17,"Purine metabolism","LOC111119627"," adenylate kinase 2, mitochondrial-like"
